subject_area,subj_code,title,number,section_ids
Geography,GEOG,Teaching College Geography,495,{5862429}
Geography,GEOG,Theories of Regional Economic Development I,M230A,{3912}
Geography,GEOG,Uneven Development Geographies: Prosperity and Impoverishment in Third World,141,{3250}
Geography,GEOG,Urban Geography,150,{5867641}
Geography,GEOG,World Regions: Concepts and Contemporary Issues,6,{5044}
Geography,GEOG,World Vegetation,108,{1348}
German,GERMAN,20th-Century German Philosophy,116,{4165}
German,GERMAN,Advanced German Language through Cultural History and Current Affairs,155,{5865006}
German,GERMAN,Advanced Study of Contemporary Literature and Culture: Lecture 1  ,174,{2174}
German,GERMAN,Advanced Study of Modern Literature,173,{3236785}
German,GERMAN,Approaches to Foreign Language Pedagogy,495,{5866758}
German,GERMAN,Business German,154,{4110}
German,GERMAN,Elementary German,1,"{5865057,180,2410,5865032,5865078,5865011}"
German,GERMAN,Elementary German,2,"{1646,5865010,1748,691}"
German,GERMAN,Elementary German,3,"{2517,5868247}"
German,GERMAN,German Cultural Studies,159,{5868245}
German,GERMAN,"German Film in Cultural Context, 1945 to Present",104,{2353}
German,GERMAN,German Philosophy,265,{1409}
German,GERMAN,Holocaust in Film and Literature,59,{5864634}
German,GERMAN,Honors Contracts,189HC,{3575750}
German,GERMAN,Individual Studies in German,197,"{3813070,4016716}"
German,GERMAN,Intermediate German,4,"{5864699,130}"
German,GERMAN,Intermediate German,5,{176}
German,GERMAN,Intermediate German,6,{5862474}
German,GERMAN,Jewish Question and German Thought,109,{5864993}
German,GERMAN,Seminar: Contemporary Literature: Seminar 1  ,261,{5867039}
German,GERMAN,Special Topics in Modern Literature and Culture: Lecture 1  ,110,{2570}
German,GERMAN,UCLA Centennial Initiative: Interviewing Holocaust Survivors--Memory and History,19,{2396}
Gerontology,GRNTLGY,"Biomedical, Social, and Policy Frontiers in Human Aging",M108,{76529}
Gerontology,GRNTLGY,Community or Corporate Internships in Gerontology,195CE,"{76528,5863616,2428259}"
Gerontology,GRNTLGY,Honors Contracts,189HC,{5863651}
Gerontology,GRNTLGY,Intergenerational Communication across Lifespan,M142SL,{5864971}
Global Health,GLB HLT,Honors Contracts,189HC,{5864471}
Global Health,GLB HLT,Selected Topics in Global Health: United Nations Sustainable Development Goals,160,{5861630}
Global Health,GLB HLT,"Variable Topics Senior Research Seminar: Global Health: Health, Equity, and Social Justice for Most Marginalized Groups: Global Perspective",191,{44}
Global Health,GLB HLT,Variable Topics Senior Research Seminar: Global Health: Sociology of Global Health,191,{743}
Global Jazz Studies,GJ STDS,African American Musical Heritage,M12A,{532}
Global Jazz Studies,GJ STDS,Capstone Seminar,186A,"{4811,5864018}"
Global Jazz Studies,GJ STDS,Cross-Cultural Perspectives in Jazz,101,{3095}
Global Jazz Studies,GJ STDS,Ellingtonia,M111,{5867593}
Global Jazz Studies,GJ STDS,Global Pop,M25,{5859195}
Global Jazz Studies,GJ STDS,Individual Studies in Global Jazz Studies,197,"{2344,5864940,2672}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Guitar,171A,"{5864027,827}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Percussion,171B,"{5867658,2483}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Piano,171C,"{5867083,765}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Saxophone,171D,"{1665,2931,5864072,5864039}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: String Bass,171E,"{5864034,496}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Trombone,171F,"{5864053,216}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Trumpet,171G,"{3249,5864468}"
Global Jazz Studies,GJ STDS,Instruction in Advanced Jazz Performance: Voice,171I,"{1330,5867077}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Guitar,71A,"{5867100,515}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Percussion,71B,"{144,5859143}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Piano,71C,"{5859164,2755}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Saxophone,71D,"{5864044,5864009,1040,1368}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: String Bass,71E,"{5867087,1259}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Trombone,71F,"{2758,5864058}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Trumpet,71G,"{5858524,2708}"
Global Jazz Studies,GJ STDS,Instruction in Jazz Performance: Voice,71I,"{5864048,2709}"
Global Jazz Studies,GJ STDS,Jazz Combo,175,"{276,556,4721,2442,3589,5059,5867215,894,5867118,5867091,5867145,5867261}"
Global Jazz Studies,GJ STDS,Jazz Composition and Arranging: Bebop to Avant-garde,125B,{2882}
Global Jazz Studies,GJ STDS,Jazz in American Culture: 1940s to Present,M50B,{2861}
Global Jazz Studies,GJ STDS,Jazz in American Culture: Late 19th Century through 1940s,M50A,{5864024}
Global Jazz Studies,GJ STDS,Jazz Keyboard Harmony I,127A,{5864992}
Global Jazz Studies,GJ STDS,Jazz Keyboard Harmony II,127B,{717}
Global Jazz Studies,GJ STDS,Jazz Styles and Analysis: Bebop to Avant-garde,122B,{663}
Global Jazz Studies,GJ STDS,Jazz Styles and Analysis: Early Jazz to Swing Era,122A,{5858480}
Global Jazz Studies,GJ STDS,Jazz Theory and Improvisation I,129A,{5861658}
Global Jazz Studies,GJ STDS,Jazz Theory and Improvisation II,129B,{1052}
Global Jazz Studies,GJ STDS,Large Jazz Ensembles: Afro-Cuban Ensemble: Activity 1  ,176G,"{5864478,4510}"
Global Jazz Studies,GJ STDS,Large Jazz Ensembles: Charles Mingus Ensemble: Activity 1  ,176B,"{5867069,4238}"
Global Jazz Studies,GJ STDS,Large Jazz Ensembles: Contemporary Jazz Ensemble: Activity 1  ,176A,"{388,5858465}"
Global Jazz Studies,GJ STDS,Large Jazz Ensembles: Latin Jazz Big Band: Activity 1  ,176D,"{4296,5864898}"
Global Jazz Studies,GJ STDS,Large Jazz Ensembles: UCLA Jazz Orchestra: Activity 1  ,176C,"{4458,5861708}"
Global Jazz Studies,GJ STDS,Large Jazz Ensembles: World Jazz and Intercultural Improvisation Ensemble: Activity 1  ,176F,"{5867065,2592}"
Global Studies,GLBL ST,Directed Individual Research in Global Studies,199A,"{1568,342,1511,799,909,617,2507,1569,1591,1015,1066,1019,3123,1466,3062,3001,1022,622,2230,284,5859474,792,797,2017,1465,1238,450,3120,677,2295,2183,6378340,1803,568,3119,2086,48439}"
Global Studies,GLBL ST,Globalization: Governance and Conflict,103,{4166}
Global Studies,GLBL ST,Honors Contracts,189HC,{6448927}
Global Studies,GLBL ST,Introduction to Globalization,1,{5859414}
Global Studies,GLBL ST,Perceptions of U.S. Abroad: Discussions with Visiting Fulbright Scholars,19,{5409}
Global Studies,GLBL ST,Research Group Seminars: Global Studies,194,{5859419}
Global Studies,GLBL ST,Selected Topics in Global Studies: Global Business and Law,160,{3730}
Global Studies,GLBL ST,"Selected Topics in Global Studies: Rethinking Global Capitalism: Race, Class, Gender, History",160,{2804}
Global Studies,GLBL ST,Variable Topics Research Seminars: Global Studies--Senior Seminar: Globalization Backlash: Prospects for Future,191,{5859438}
Global Studies,GLBL ST,Variable Topics Research Seminars: Global Studies--Senior Seminar: Nationalism Resurgent: Nation and Identity in Global Age,191,"{5859214,5859151}"
Graduate Student Professional Development,GRAD PD,Implementing and Communicating Teaching as Research Project,496C,{5859339}
Graduate Student Professional Development,GRAD PD,Introduction to Evidence-Based Undergraduate Teaching,496A,{5859297}
Graduate Student Professional Development,GRAD PD,Supervised Preparation for Community-Engaged Teaching,495CE,{2840}
Graduate Student Professional Development,GRAD PD,Teaching as Research,496B,{452}
Greek,GREEK,Elementary Greek,1,{5858617}
Greek,GREEK,Elementary Greek,2,{2950}
Greek,GREEK,Elementary Modern Greek,8A,{5861208}
Greek,GREEK,Elementary Modern Greek,8B,{2350}
Greek,GREEK,History of Greek Literature,200C,{1014}
Greek,GREEK,Homer: Odyssey and Epic Cycle,202A,{4327}
Greek,GREEK,Intermediate Greek,20,{5861235}
Greek,GREEK,Intermediate Modern Greek,9A,{5864962}
Greek,GREEK,Intermediate Modern Greek,9B,{1236}
Greek,GREEK,Lyric Poets,102,{25}
Greek,GREEK,Readings in Greek Prose and Poetry,100,{1130}
Greek,GREEK,Study of Greek Prose,110,{1461}
Greek,GREEK,Topical Studies of Ancient Greece: Lecture 1  ,250,{5864920}
Greek,GREEK,Xenophon,115,{5864917}
Health Policy and Management,HLT POL,"Advanced Research Topics in Health Policy and Management: Drinking, Shooting, Smoking, and Driving: Understanding Public Health Policy in U.S.",249,{2696}
Health Policy and Management,HLT POL,Advanced Research Topics in Health Policy and Management: Seminar 2  ,249,{653}
Health Policy and Management,HLT POL,American Political Institutions and Health Policy,286,{5861753}
Health Policy and Management,HLT POL,Applied Methods for Improvement/Implementation Science,215B,{5472}
Health Policy and Management,HLT POL,Applied Microeconomics,203A,{5859659}
Health Policy and Management,HLT POL,Applied Microeconomics,203B,{2471}
Health Policy and Management,HLT POL,"Child Health, Programs, and Policies",M449A,{3311}
Health Policy and Management,HLT POL,Children with Special Healthcare Needs: Systems Perspective,M420,{5861770}
Health Policy and Management,HLT POL,Community-Based Participatory Health Research: Methods and Applications,266A,{5858618}
Health Policy and Management,HLT POL,Community-Based Participatory Health Research: Methods and Applications,266B,{2315}
Health Policy and Management,HLT POL,Data Software for Public Health Professionals,439,{5868268}
Health Policy and Management,HLT POL,"Ethnic, Cultural, and Gender Issues in America's Healthcare Systems",M110,{5866201}
Health Policy and Management,HLT POL,Field Studies in Health Services,400,{5859666}
Health Policy and Management,HLT POL,Foundations of Maternal and Child Health,140,{1367}
Health Policy and Management,HLT POL,Healthcare Financial Accounting,403,{5868294}
Health Policy and Management,HLT POL,Healthcare Financial Management,436,{3147}
Health Policy and Management,HLT POL,Healthcare Information Systems and Technology,440A,{5859605}
Health Policy and Management,HLT POL,Healthcare Marketing,445,{5861840}
Health Policy and Management,HLT POL,Healthcare Policy and Finance,M269,{1509}
Health Policy and Management,HLT POL,Health Economics: Low- and Middle-Income Countries' Perspectives,230A,{2653}
Health Policy and Management,HLT POL,Health Policy Analysis,M233,{796}
Health Policy and Management,HLT POL,Health Services Research Design,225A,{5859654}
Health Policy and Management,HLT POL,Health Services Research Design,225B,{2589}
Health Policy and Management,HLT POL,Health Status and Health Behaviors of Racial and Ethnic Minority Populations,M274,{711}
Health Policy and Management,HLT POL,Health Systems Organization and Financing,200A,"{5861226,5861245}"
Health Policy and Management,HLT POL,Individual Studies in Health Services,197,"{5859606,2530859}"
Health Policy and Management,HLT POL,Innovations and Current Trends in Ambulatory Care,435,{5868301}
Health Policy and Management,HLT POL,Introduction to Mixed Methods Research,M228,{5858654}
Health Policy and Management,HLT POL,Leadership Capstone Seminar,232,{408}
Health Policy and Management,HLT POL,Legal Environment of Health Services Management,437,{1079}
Health Policy and Management,HLT POL,Measurement of Effectiveness and Outcomes of Healthcare,214,{3184}
Health Policy and Management,HLT POL,"Obesity, Physical Activity, and Nutrition Seminar",M255,{5862685}
Health Policy and Management,HLT POL,Pharmaceutical Policy,205,{310}
Health Policy and Management,HLT POL,Population Health Approach to Autism Spectrum Disorder,243,{5862637}
Health Policy and Management,HLT POL,Readings in Health Services Research,226A,{5862605}
Health Policy and Management,HLT POL,Seminar: Pharmaceutical Economics and Policy,M204A,{5866211}
Health Policy and Management,HLT POL,Seminar: Pharmaceutical Economics and Policy,M204B,{2586}
Health Policy and Management,HLT POL,Special Topics in Health Services: Current Research Issues,227A,{1928}
Health Policy and Management,HLT POL,Special Topics in Health Services: Introduction to Decision Analysis and Cost-Effectiveness Analysis,239A,{5866194}
Health Policy and Management,HLT POL,Special Topics in Health Services: Introduction to Implementation Science,249S,{5866087}
Hebrew,HEBREW,Elementary Hebrew,1A,{5863649}
Hebrew,HEBREW,Elementary Hebrew,1B,{982}
Hebrew,HEBREW,Intermediate Hebrew,102A,{5867143}
Hebrew,HEBREW,Intermediate Hebrew,102B,{2759}
Hebrew,HEBREW,"Introduction to Biblical Hebrew: Phonology, Morphology, and Structure of Biblical Hebrew",110A,{5859647}
Hebrew,HEBREW,Introduction to Biblical Hebrew: Readings of Biblical Prose Texts,110B,{2588}
Hebrew,HEBREW,Modern Hebrew Poetry and Prose,C140,{5867108}
Hebrew,HEBREW,Modern Hebrew Poetry and Prose,C240,{5867138}
Hebrew,HEBREW,Studies in Hebrew Biblical Literature: Seminar 1  ,220,{5859596}
Hindi-Urdu (HIN-URD),HIN-URD,Intermediate Hindi-Urdu,100A,{5861201}
Hindi-Urdu (HIN-URD),HIN-URD,Intermediate Hindi-Urdu,100B,{1694}
Hindi-Urdu (HIN-URD),HIN-URD,Introductory Hindi-Urdu,1,{5861223}
Hindi-Urdu (HIN-URD),HIN-URD,Introductory Hindi-Urdu,2,{1072}
History,HIST,20th-Century U.S. History since 1960,140C,{5866466}
History,HIST,Achaemenid Civilization and Empire of Alexander,M60,{5858645}
History,HIST,Advanced Historiography: Medieval,200C,{5859511}
History,HIST,Advanced Historiography: Near East: Historiography of Modern Middle East,200J,{498}
History,HIST,Advanced Historiography: Near East: Islamic Historiography,200J,{2615}
History,HIST,Advanced Historiography: Near East: What Historians Do,200J,{5860488}
History,HIST,Advanced Historiography: Science/Technology: Introduction to Historiography of Modern Science and Medicine,200O,{5868335}
History,HIST,Advanced Honors Seminars: Advanced Honors Seminar for History 139B,189,{2257508}
History,HIST,"American Economic History, 1790 to 1910",141A,{5863657}
History,HIST,"American Economic History, 1910 to Present",141B,{3239}
History,HIST,American Working Class Movements,146B,{182}
History,HIST,Ancient Jewish History,M182A,{5866986}
History,HIST,"Armenian History: Armenia from Cilician Kingdom through Periods of Foreign Domination and National Stirrings, 11th to 19th Centuries",107B,{3616}
History,HIST,"Armenian History: Armenia in Ancient and Medieval Times, 2nd Millennium BC to AD 11th Century",107A,{397}
History,HIST,Asians in American History,152,{2739}
History,HIST,Byzantine History,116A,{1455}
History,HIST,"CAPPP Washington, DC, Internships",M195DC,"{5860961,2669838}"
History,HIST,"CAPPP Washington, DC, Research Seminars",M191DC,"{4641,5866292}"
History,HIST,"CAPPP Washington, DC, Research Seminars",M194DC,"{744,5866070}"
History,HIST,Capstone Seminar: History--Ancient History: Roman Law,191A,{1026}
History,HIST,Capstone Seminar: History--Europe: Imperial Cities,191C,{1360}
History,HIST,Capstone Seminar: History--Europe: Saint Making in Early Modern Europe,191C,{5865183}
History,HIST,Capstone Seminar: History--Europe: Seminar 4  ,191C,{5866519}
History,HIST,"Capstone Seminar: History--Europe: Work and Play in Early Modern Europe: Inquiry, Interpretation, and Exhibit",191C,{5860445}
History,HIST,"Capstone Seminar: History--Europe: World War II, Vichy France, and German Occupation",191C,{5865071}
History,HIST,"Capstone Seminar: History--Jewish History: History, Television, and Truth: Israeli-Palestinian Conflict on Small Screen",191L,{223}
History,HIST,"Central Asian Studies: Discipline, Methods, Debates",M287,{2669876}
History,HIST,Colloquium: African History,275A,{5865097}
History,HIST,Colloquium: African History,275B,{510}
History,HIST,Colonial Latin America,8A,{5858518}
History,HIST,Community and Corporate Internships in History,195CE,"{5866561,147}"
History,HIST,Community or Corporate Internships in History,195,"{5865773,2530966}"
History,HIST,"Contemporary World History, 1760 to Present",22,{5868149}
History,HIST,"Cultural and Intellectual History of Modern Europe, 15th Century",122A,{5866465}
